Namespace(batch_size=64, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='exp24_sa16_lr2e_3_b64_0820', lr=0.002, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.037380, mean_absolute_error: 1.393098, r2_score: -0.371408
Validation 508, loss: 0.616360, mean_absolute_error: 0.582263, r2_score: 0.729064
Train 509, loss: 0.630020, mean_absolute_error: 0.599534, r2_score: 0.715296
Validation 509, loss: 0.926696, mean_absolute_error: 0.757526, r2_score: 0.592648
Train 510, loss: 0.630337, mean_absolute_error: 0.599382, r2_score: 0.715272
Validation 510, loss: 0.624293, mean_absolute_error: 0.594422, r2_score: 0.725576
Train 511, loss: 0.629329, mean_absolute_error: 0.598575, r2_score: 0.715772
Validation 511, loss: 0.600821, mean_absolute_error: 0.579010, r2_score: 0.735894
Train 512, loss: 0.636011, mean_absolute_error: 0.602449, r2_score: 0.712859
Validation 512, loss: 0.701636, mean_absolute_error: 0.631458, r2_score: 0.691578
Train 513, loss: 0.628497, mean_absolute_error: 0.597145, r2_score: 0.716305
Validation 513, loss: 0.662162, mean_absolute_error: 0.603613, r2_score: 0.708931
Train 514, loss: 0.640108, mean_absolute_error: 0.603653, r2_score: 0.711192
Validation 514, loss: 0.575938, mean_absolute_error: 0.579523, r2_score: 0.746832
Train 515, loss: 0.628062, mean_absolute_error: 0.600574, r2_score: 0.716264
Validation 515, loss: 0.628829, mean_absolute_error: 0.588161, r2_score: 0.723583
Train 516, loss: 0.641333, mean_absolute_error: 0.603396, r2_score: 0.710533
Validation 516, loss: 0.594336, mean_absolute_error: 0.570051, r2_score: 0.738745
Train 517, loss: 0.628011, mean_absolute_error: 0.601382, r2_score: 0.716685
Validation 517, loss: 0.597745, mean_absolute_error: 0.588716, r2_score: 0.737247
Train 518, loss: 0.622708, mean_absolute_error: 0.597691, r2_score: 0.718736
Validation 518, loss: 0.670640, mean_absolute_error: 0.627803, r2_score: 0.705204
Train 519, loss: 0.632755, mean_absolute_error: 0.603182, r2_score: 0.714431
Validation 519, loss: 0.623543, mean_absolute_error: 0.591430, r2_score: 0.725906
Train 520, loss: 0.635562, mean_absolute_error: 0.603636, r2_score: 0.713241
Validation 520, loss: 0.612894, mean_absolute_error: 0.584521, r2_score: 0.730587
Train 521, loss: 0.632302, mean_absolute_error: 0.600787, r2_score: 0.714741
Validation 521, loss: 0.729833, mean_absolute_error: 0.672189, r2_score: 0.679184
Train 522, loss: 0.642372, mean_absolute_error: 0.603649, r2_score: 0.710263
Validation 522, loss: 0.674365, mean_absolute_error: 0.615766, r2_score: 0.703566
Train 523, loss: 0.645890, mean_absolute_error: 0.605251, r2_score: 0.708453
Validation 523, loss: 0.637868, mean_absolute_error: 0.608275, r2_score: 0.719609
Train 524, loss: 0.638602, mean_absolute_error: 0.604964, r2_score: 0.711714
Validation 524, loss: 0.696555, mean_absolute_error: 0.637571, r2_score: 0.693812
Train 525, loss: 0.645758, mean_absolute_error: 0.607579, r2_score: 0.708642
Validation 525, loss: 0.627125, mean_absolute_error: 0.584742, r2_score: 0.724332
Train 526, loss: 0.630151, mean_absolute_error: 0.596539, r2_score: 0.715494
Validation 526, loss: 0.637965, mean_absolute_error: 0.598609, r2_score: 0.719567
Train 527, loss: 0.643741, mean_absolute_error: 0.603770, r2_score: 0.709438
Validation 527, loss: 0.669065, mean_absolute_error: 0.604441, r2_score: 0.705896
Train 528, loss: 0.628766, mean_absolute_error: 0.599527, r2_score: 0.716448
Validation 528, loss: 0.697078, mean_absolute_error: 0.639895, r2_score: 0.693582
Train 529, loss: 0.627359, mean_absolute_error: 0.598203, r2_score: 0.716800
Validation 529, loss: 0.582018, mean_absolute_error: 0.577319, r2_score: 0.744160
Train 530, loss: 0.630598, mean_absolute_error: 0.604230, r2_score: 0.715642
Validation 530, loss: 0.622459, mean_absolute_error: 0.589426, r2_score: 0.726383
Train 531, loss: 0.625233, mean_absolute_error: 0.597484, r2_score: 0.717778
Validation 531, loss: 0.659131, mean_absolute_error: 0.627016, r2_score: 0.710263
Train 532, loss: 0.628163, mean_absolute_error: 0.595759, r2_score: 0.716354
Validation 532, loss: 0.742146, mean_absolute_error: 0.659254, r2_score: 0.673772
Train 533, loss: 0.616783, mean_absolute_error: 0.595171, r2_score: 0.721515
Validation 533, loss: 0.623956, mean_absolute_error: 0.598898, r2_score: 0.725725
Train 534, loss: 0.619707, mean_absolute_error: 0.597013, r2_score: 0.720550
Validation 534, loss: 0.633104, mean_absolute_error: 0.586748, r2_score: 0.721703
Train 535, loss: 0.628366, mean_absolute_error: 0.599882, r2_score: 0.716202
Validation 535, loss: 0.736690, mean_absolute_error: 0.650051, r2_score: 0.676170
Train 536, loss: 0.618838, mean_absolute_error: 0.596002, r2_score: 0.720711
Validation 536, loss: 0.573254, mean_absolute_error: 0.573650, r2_score: 0.748012
Train 537, loss: 0.624554, mean_absolute_error: 0.599070, r2_score: 0.717904
Validation 537, loss: 0.693039, mean_absolute_error: 0.625938, r2_score: 0.695358
Train 538, loss: 0.625910, mean_absolute_error: 0.597306, r2_score: 0.717605
Validation 538, loss: 0.580139, mean_absolute_error: 0.568811, r2_score: 0.744985
Train 539, loss: 0.627336, mean_absolute_error: 0.598249, r2_score: 0.716746
Validation 539, loss: 0.646372, mean_absolute_error: 0.606109, r2_score: 0.715871
Train 540, loss: 0.632612, mean_absolute_error: 0.602175, r2_score: 0.714377
Validation 540, loss: 0.569258, mean_absolute_error: 0.565341, r2_score: 0.749768
Train 541, loss: 0.620082, mean_absolute_error: 0.597447, r2_score: 0.719902
Validation 541, loss: 0.590433, mean_absolute_error: 0.582541, r2_score: 0.740461
Train 542, loss: 0.623584, mean_absolute_error: 0.596822, r2_score: 0.718618
Validation 542, loss: 0.618041, mean_absolute_error: 0.601678, r2_score: 0.728325
Train 543, loss: 0.633743, mean_absolute_error: 0.603369, r2_score: 0.714039
Validation 543, loss: 0.640988, mean_absolute_error: 0.605392, r2_score: 0.718238
Train 544, loss: 0.631494, mean_absolute_error: 0.601024, r2_score: 0.714769
Validation 544, loss: 0.668900, mean_absolute_error: 0.623096, r2_score: 0.705969
Train 545, loss: 0.609016, mean_absolute_error: 0.591537, r2_score: 0.724764
Validation 545, loss: 0.607793, mean_absolute_error: 0.584543, r2_score: 0.732830
Train 546, loss: 0.617447, mean_absolute_error: 0.593893, r2_score: 0.721634
Validation 546, loss: 0.601984, mean_absolute_error: 0.571986, r2_score: 0.735383
Train 547, loss: 0.623933, mean_absolute_error: 0.595099, r2_score: 0.718405
Validation 547, loss: 0.619094, mean_absolute_error: 0.592048, r2_score: 0.727862
Train 548, loss: 0.619643, mean_absolute_error: 0.595583, r2_score: 0.720145
Validation 548, loss: 0.595659, mean_absolute_error: 0.575966, r2_score: 0.738163
Train 549, loss: 0.622780, mean_absolute_error: 0.591772, r2_score: 0.719058
Validation 549, loss: 0.740466, mean_absolute_error: 0.665700, r2_score: 0.674510
Train 550, loss: 0.624481, mean_absolute_error: 0.594334, r2_score: 0.718305
Validation 550, loss: 0.616980, mean_absolute_error: 0.584641, r2_score: 0.728791
Train 551, loss: 0.626140, mean_absolute_error: 0.596898, r2_score: 0.717267
Validation 551, loss: 0.609744, mean_absolute_error: 0.585314, r2_score: 0.731972
Train 552, loss: 0.617061, mean_absolute_error: 0.592970, r2_score: 0.721317
Validation 552, loss: 0.583702, mean_absolute_error: 0.571472, r2_score: 0.743420
Train 553, loss: 0.618890, mean_absolute_error: 0.592469, r2_score: 0.720755
Validation 553, loss: 0.617445, mean_absolute_error: 0.598495, r2_score: 0.728587
Train 554, loss: 0.615009, mean_absolute_error: 0.591784, r2_score: 0.722334
Validation 554, loss: 0.672034, mean_absolute_error: 0.617709, r2_score: 0.704591
Train 555, loss: 0.625694, mean_absolute_error: 0.596010, r2_score: 0.717402
Validation 555, loss: 0.649187, mean_absolute_error: 0.612563, r2_score: 0.714634
Train 556, loss: 0.636763, mean_absolute_error: 0.600922, r2_score: 0.712598
Validation 556, loss: 0.592936, mean_absolute_error: 0.570010, r2_score: 0.739360
Train 557, loss: 0.622905, mean_absolute_error: 0.595086, r2_score: 0.718963
Validation 557, loss: 0.585799, mean_absolute_error: 0.561349, r2_score: 0.742498
Train 558, loss: 0.618675, mean_absolute_error: 0.593473, r2_score: 0.720926
Validation 558, loss: 0.660714, mean_absolute_error: 0.621355, r2_score: 0.709567
Train 559, loss: 0.609833, mean_absolute_error: 0.587557, r2_score: 0.724971
Validation 559, loss: 0.654599, mean_absolute_error: 0.616729, r2_score: 0.712255
Train 560, loss: 0.601811, mean_absolute_error: 0.583520, r2_score: 0.728252
Validation 560, loss: 0.730893, mean_absolute_error: 0.654665, r2_score: 0.678718
Train 561, loss: 0.626005, mean_absolute_error: 0.594839, r2_score: 0.717042
Validation 561, loss: 0.584623, mean_absolute_error: 0.567686, r2_score: 0.743015
Train 562, loss: 0.608276, mean_absolute_error: 0.587291, r2_score: 0.725618
Validation 562, loss: 0.640982, mean_absolute_error: 0.589948, r2_score: 0.718241
Train 563, loss: 0.620479, mean_absolute_error: 0.594849, r2_score: 0.720100
Validation 563, loss: 0.613491, mean_absolute_error: 0.586251, r2_score: 0.730325
Train 564, loss: 0.619888, mean_absolute_error: 0.596313, r2_score: 0.720039
Validation 564, loss: 0.592426, mean_absolute_error: 0.573803, r2_score: 0.739584
Train 565, loss: 0.609778, mean_absolute_error: 0.589196, r2_score: 0.724657
Validation 565, loss: 0.621262, mean_absolute_error: 0.591897, r2_score: 0.726909
Train 566, loss: 0.627152, mean_absolute_error: 0.592955, r2_score: 0.717045
Validation 566, loss: 0.607564, mean_absolute_error: 0.587993, r2_score: 0.732930
Train 567, loss: 0.609736, mean_absolute_error: 0.587337, r2_score: 0.724650
Validation 567, loss: 0.703576, mean_absolute_error: 0.654254, r2_score: 0.690726
Train 568, loss: 0.626658, mean_absolute_error: 0.592586, r2_score: 0.716829
Validation 568, loss: 0.877130, mean_absolute_error: 0.742870, r2_score: 0.614436
Train 569, loss: 0.617122, mean_absolute_error: 0.590761, r2_score: 0.721626
Validation 569, loss: 0.655044, mean_absolute_error: 0.621413, r2_score: 0.712059
Train 570, loss: 0.610677, mean_absolute_error: 0.591742, r2_score: 0.724316
Validation 570, loss: 0.573530, mean_absolute_error: 0.558302, r2_score: 0.747891
Train 571, loss: 0.613875, mean_absolute_error: 0.591151, r2_score: 0.722752
Validation 571, loss: 0.586194, mean_absolute_error: 0.580272, r2_score: 0.742324
Train 572, loss: 0.610926, mean_absolute_error: 0.588905, r2_score: 0.724434
Validation 572, loss: 0.705366, mean_absolute_error: 0.646729, r2_score: 0.689939
Train 573, loss: 0.611388, mean_absolute_error: 0.586676, r2_score: 0.723987
Validation 573, loss: 0.628021, mean_absolute_error: 0.593346, r2_score: 0.723938
Train 574, loss: 0.617085, mean_absolute_error: 0.591480, r2_score: 0.721274
Validation 574, loss: 0.671674, mean_absolute_error: 0.614750, r2_score: 0.704749
Train 575, loss: 0.608046, mean_absolute_error: 0.589524, r2_score: 0.725520
Validation 575, loss: 0.624656, mean_absolute_error: 0.606881, r2_score: 0.725417
Train 576, loss: 0.607584, mean_absolute_error: 0.584332, r2_score: 0.726000
Validation 576, loss: 0.594340, mean_absolute_error: 0.570707, r2_score: 0.738743
Train 577, loss: 0.620956, mean_absolute_error: 0.591793, r2_score: 0.719770
Validation 577, loss: 0.601094, mean_absolute_error: 0.587762, r2_score: 0.735774
Train 578, loss: 0.613087, mean_absolute_error: 0.588625, r2_score: 0.723304
Validation 578, loss: 0.605458, mean_absolute_error: 0.588266, r2_score: 0.733856
Train 579, loss: 0.610830, mean_absolute_error: 0.585465, r2_score: 0.724496
Validation 579, loss: 0.618933, mean_absolute_error: 0.599232, r2_score: 0.727933
Train 580, loss: 0.602198, mean_absolute_error: 0.584890, r2_score: 0.727865
Validation 580, loss: 0.614244, mean_absolute_error: 0.587552, r2_score: 0.729994
Train 581, loss: 0.614062, mean_absolute_error: 0.589708, r2_score: 0.722657
Validation 581, loss: 0.664934, mean_absolute_error: 0.631435, r2_score: 0.707712
Train 582, loss: 0.610931, mean_absolute_error: 0.592059, r2_score: 0.724253
Validation 582, loss: 0.656030, mean_absolute_error: 0.617045, r2_score: 0.711626
Train 583, loss: 0.610929, mean_absolute_error: 0.586275, r2_score: 0.724407
Validation 583, loss: 0.596316, mean_absolute_error: 0.580440, r2_score: 0.737875
Train 584, loss: 0.604465, mean_absolute_error: 0.585187, r2_score: 0.727242
Validation 584, loss: 0.611967, mean_absolute_error: 0.594044, r2_score: 0.730995
Train 585, loss: 0.601102, mean_absolute_error: 0.585537, r2_score: 0.728641
Validation 585, loss: 0.694066, mean_absolute_error: 0.626904, r2_score: 0.694906
Train 586, loss: 0.611663, mean_absolute_error: 0.589761, r2_score: 0.724046
Validation 586, loss: 0.565514, mean_absolute_error: 0.560564, r2_score: 0.751414
Train 587, loss: 0.607874, mean_absolute_error: 0.586243, r2_score: 0.725852
Validation 587, loss: 0.602881, mean_absolute_error: 0.576314, r2_score: 0.734989
Train 588, loss: 0.601508, mean_absolute_error: 0.582170, r2_score: 0.728476
Validation 588, loss: 0.628316, mean_absolute_error: 0.606043, r2_score: 0.723808
Train 589, loss: 0.623232, mean_absolute_error: 0.591366, r2_score: 0.718444
Validation 589, loss: 0.623890, mean_absolute_error: 0.594259, r2_score: 0.725754
Train 590, loss: 0.603748, mean_absolute_error: 0.585416, r2_score: 0.727386
Validation 590, loss: 0.679000, mean_absolute_error: 0.616450, r2_score: 0.701529
Train 591, loss: 0.599805, mean_absolute_error: 0.582241, r2_score: 0.729344
Validation 591, loss: 0.599149, mean_absolute_error: 0.569583, r2_score: 0.736629
Train 592, loss: 0.604994, mean_absolute_error: 0.583423, r2_score: 0.726781
Validation 592, loss: 0.683530, mean_absolute_error: 0.615665, r2_score: 0.699537
Train 593, loss: 0.602717, mean_absolute_error: 0.584128, r2_score: 0.727923
Validation 593, loss: 0.553096, mean_absolute_error: 0.549920, r2_score: 0.756873
Train 594, loss: 0.604086, mean_absolute_error: 0.584970, r2_score: 0.727363
Validation 594, loss: 0.560816, mean_absolute_error: 0.554669, r2_score: 0.753480
Train 595, loss: 0.606836, mean_absolute_error: 0.586865, r2_score: 0.726014
Validation 595, loss: 0.601598, mean_absolute_error: 0.587504, r2_score: 0.735553
Train 596, loss: 0.614412, mean_absolute_error: 0.587515, r2_score: 0.722757
Validation 596, loss: 0.721153, mean_absolute_error: 0.652759, r2_score: 0.682999
Train 597, loss: 0.592594, mean_absolute_error: 0.579935, r2_score: 0.732742
Validation 597, loss: 0.626929, mean_absolute_error: 0.581756, r2_score: 0.724418
Train 598, loss: 0.599145, mean_absolute_error: 0.580953, r2_score: 0.729653
Validation 598, loss: 0.617113, mean_absolute_error: 0.578225, r2_score: 0.728733
Train 599, loss: 0.591120, mean_absolute_error: 0.579111, r2_score: 0.733256
Validation 599, loss: 0.573155, mean_absolute_error: 0.570610, r2_score: 0.748056
Train 600, loss: 0.600510, mean_absolute_error: 0.581573, r2_score: 0.728960
Validation 600, loss: 0.561551, mean_absolute_error: 0.556636, r2_score: 0.753156
Train 601, loss: 0.595179, mean_absolute_error: 0.581571, r2_score: 0.731427
Validation 601, loss: 0.626050, mean_absolute_error: 0.606363, r2_score: 0.724804
Train 602, loss: 0.605712, mean_absolute_error: 0.582860, r2_score: 0.726844
Validation 602, loss: 0.641908, mean_absolute_error: 0.592016, r2_score: 0.717833
Train 603, loss: 0.595052, mean_absolute_error: 0.581660, r2_score: 0.731590
Validation 603, loss: 0.784736, mean_absolute_error: 0.669484, r2_score: 0.655050
Train 604, loss: 0.594022, mean_absolute_error: 0.579023, r2_score: 0.731469
Validation 604, loss: 0.586205, mean_absolute_error: 0.578741, r2_score: 0.742319
Train 605, loss: 0.600833, mean_absolute_error: 0.582800, r2_score: 0.728499
Validation 605, loss: 0.578896, mean_absolute_error: 0.570864, r2_score: 0.745532
Train 606, loss: 0.603753, mean_absolute_error: 0.584387, r2_score: 0.727684
Validation 606, loss: 0.647937, mean_absolute_error: 0.618872, r2_score: 0.715183
Train 607, loss: 0.593757, mean_absolute_error: 0.580634, r2_score: 0.732126
Validation 607, loss: 0.629492, mean_absolute_error: 0.592135, r2_score: 0.723291
Train 608, loss: 0.605205, mean_absolute_error: 0.585010, r2_score: 0.726617
Validation 608, loss: 0.562403, mean_absolute_error: 0.553100, r2_score: 0.752782
Train 609, loss: 0.611143, mean_absolute_error: 0.584417, r2_score: 0.724228
Validation 609, loss: 0.609512, mean_absolute_error: 0.586669, r2_score: 0.732074
Train 610, loss: 0.592900, mean_absolute_error: 0.580512, r2_score: 0.732597
Validation 610, loss: 0.635521, mean_absolute_error: 0.603027, r2_score: 0.720641
Train 611, loss: 0.587202, mean_absolute_error: 0.574489, r2_score: 0.735159
Validation 611, loss: 0.547201, mean_absolute_error: 0.556831, r2_score: 0.759464
Train 612, loss: 0.596459, mean_absolute_error: 0.581052, r2_score: 0.730739
Validation 612, loss: 0.763386, mean_absolute_error: 0.660154, r2_score: 0.664435
Train 613, loss: 0.584021, mean_absolute_error: 0.576671, r2_score: 0.736445
Validation 613, loss: 0.552083, mean_absolute_error: 0.552642, r2_score: 0.757318
Train 614, loss: 0.593918, mean_absolute_error: 0.579203, r2_score: 0.732130
Validation 614, loss: 0.591852, mean_absolute_error: 0.565135, r2_score: 0.739837
Train 615, loss: 0.589050, mean_absolute_error: 0.577291, r2_score: 0.734003
Validation 615, loss: 0.628784, mean_absolute_error: 0.597701, r2_score: 0.723602
Train 616, loss: 0.596645, mean_absolute_error: 0.580733, r2_score: 0.730745
Validation 616, loss: 0.707503, mean_absolute_error: 0.640444, r2_score: 0.689000
Train 617, loss: 0.588600, mean_absolute_error: 0.578656, r2_score: 0.734262
Validation 617, loss: 0.630035, mean_absolute_error: 0.595555, r2_score: 0.723053
Train 618, loss: 0.595703, mean_absolute_error: 0.580464, r2_score: 0.731003
Validation 618, loss: 0.623321, mean_absolute_error: 0.574615, r2_score: 0.726004
Train 619, loss: 0.601613, mean_absolute_error: 0.579454, r2_score: 0.728556
Validation 619, loss: 0.618867, mean_absolute_error: 0.593785, r2_score: 0.727962
Train 620, loss: 0.601494, mean_absolute_error: 0.580750, r2_score: 0.728644
Validation 620, loss: 0.665892, mean_absolute_error: 0.618012, r2_score: 0.707291
Train 621, loss: 0.600668, mean_absolute_error: 0.580045, r2_score: 0.728918
Validation 621, loss: 0.805448, mean_absolute_error: 0.696176, r2_score: 0.645945
Train 622, loss: 0.589970, mean_absolute_error: 0.576179, r2_score: 0.733774
Validation 622, loss: 0.764703, mean_absolute_error: 0.670277, r2_score: 0.663856
Train 623, loss: 0.595299, mean_absolute_error: 0.579268, r2_score: 0.731282
Validation 623, loss: 0.593023, mean_absolute_error: 0.574890, r2_score: 0.739322
Train 624, loss: 0.592221, mean_absolute_error: 0.575881, r2_score: 0.732530
Validation 624, loss: 0.637097, mean_absolute_error: 0.604628, r2_score: 0.719948
Train 625, loss: 0.597250, mean_absolute_error: 0.576637, r2_score: 0.730472
Validation 625, loss: 0.642771, mean_absolute_error: 0.619668, r2_score: 0.717454
Train 626, loss: 0.588823, mean_absolute_error: 0.575961, r2_score: 0.734418
Validation 626, loss: 0.643247, mean_absolute_error: 0.600362, r2_score: 0.717245
Train 627, loss: 0.594259, mean_absolute_error: 0.577849, r2_score: 0.731854
Validation 627, loss: 0.577379, mean_absolute_error: 0.570722, r2_score: 0.746199
Train 628, loss: 0.605201, mean_absolute_error: 0.582996, r2_score: 0.726848
Validation 628, loss: 0.630020, mean_absolute_error: 0.603813, r2_score: 0.723059
Train 629, loss: 0.590819, mean_absolute_error: 0.574859, r2_score: 0.733354
Validation 629, loss: 0.599143, mean_absolute_error: 0.576873, r2_score: 0.736632
Train 630, loss: 0.587087, mean_absolute_error: 0.577752, r2_score: 0.735098
Validation 630, loss: 0.664767, mean_absolute_error: 0.625389, r2_score: 0.707785
Train 631, loss: 0.593944, mean_absolute_error: 0.579784, r2_score: 0.731897
Validation 631, loss: 0.695628, mean_absolute_error: 0.632671, r2_score: 0.694220
Train 632, loss: 0.591420, mean_absolute_error: 0.576429, r2_score: 0.733165
Validation 632, loss: 0.584197, mean_absolute_error: 0.578429, r2_score: 0.743202
Train 633, loss: 0.586390, mean_absolute_error: 0.578323, r2_score: 0.735395
Validation 633, loss: 0.568391, mean_absolute_error: 0.560301, r2_score: 0.750150
Train 634, loss: 0.590842, mean_absolute_error: 0.577898, r2_score: 0.733519
Validation 634, loss: 0.566667, mean_absolute_error: 0.565169, r2_score: 0.750907
Train 635, loss: 0.587750, mean_absolute_error: 0.573899, r2_score: 0.734454
Validation 635, loss: 0.599267, mean_absolute_error: 0.575976, r2_score: 0.736577
Train 636, loss: 0.587342, mean_absolute_error: 0.573812, r2_score: 0.735016
Validation 636, loss: 0.588442, mean_absolute_error: 0.569239, r2_score: 0.741336
Train 637, loss: 0.589783, mean_absolute_error: 0.575664, r2_score: 0.733856
Validation 637, loss: 0.576686, mean_absolute_error: 0.556882, r2_score: 0.746504
Train 638, loss: 0.581410, mean_absolute_error: 0.573840, r2_score: 0.737531
Validation 638, loss: 0.610195, mean_absolute_error: 0.570678, r2_score: 0.731774
Train 639, loss: 0.586831, mean_absolute_error: 0.574141, r2_score: 0.735249
Validation 639, loss: 0.584028, mean_absolute_error: 0.574108, r2_score: 0.743276
Train 640, loss: 0.580584, mean_absolute_error: 0.570276, r2_score: 0.738121
Validation 640, loss: 0.623617, mean_absolute_error: 0.592863, r2_score: 0.725874
Train 641, loss: 0.578542, mean_absolute_error: 0.573938, r2_score: 0.738919
Validation 641, loss: 0.647993, mean_absolute_error: 0.600868, r2_score: 0.715159
Train 642, loss: 0.590361, mean_absolute_error: 0.576775, r2_score: 0.733470
Validation 642, loss: 0.567124, mean_absolute_error: 0.558593, r2_score: 0.750706
Train 643, loss: 0.592211, mean_absolute_error: 0.575836, r2_score: 0.732754
Validation 643, loss: 0.727385, mean_absolute_error: 0.644283, r2_score: 0.680260
Train 644, loss: 0.587962, mean_absolute_error: 0.574547, r2_score: 0.734570
Validation 644, loss: 0.576972, mean_absolute_error: 0.562277, r2_score: 0.746378
Train 645, loss: 0.581515, mean_absolute_error: 0.572312, r2_score: 0.737627
Validation 645, loss: 0.664778, mean_absolute_error: 0.626963, r2_score: 0.707780
Train 646, loss: 0.582497, mean_absolute_error: 0.570750, r2_score: 0.737324
Validation 646, loss: 0.565031, mean_absolute_error: 0.555983, r2_score: 0.751627
Train 647, loss: 0.579125, mean_absolute_error: 0.570096, r2_score: 0.738618
Validation 647, loss: 0.817887, mean_absolute_error: 0.716178, r2_score: 0.640477
Train 648, loss: 0.575660, mean_absolute_error: 0.568613, r2_score: 0.740098
Validation 648, loss: 0.588511, mean_absolute_error: 0.588896, r2_score: 0.741305
Train 649, loss: 0.597930, mean_absolute_error: 0.577789, r2_score: 0.730133
Validation 649, loss: 0.698798, mean_absolute_error: 0.644459, r2_score: 0.692826
Train 650, loss: 0.580532, mean_absolute_error: 0.569060, r2_score: 0.737970
Validation 650, loss: 0.579065, mean_absolute_error: 0.572425, r2_score: 0.745457
Train 651, loss: 0.583470, mean_absolute_error: 0.571559, r2_score: 0.736657
Validation 651, loss: 0.565593, mean_absolute_error: 0.560195, r2_score: 0.751380
Train 652, loss: 0.582098, mean_absolute_error: 0.571739, r2_score: 0.736951
Validation 652, loss: 0.571556, mean_absolute_error: 0.567928, r2_score: 0.748759
Train 653, loss: 0.583692, mean_absolute_error: 0.571389, r2_score: 0.736460
Validation 653, loss: 0.586660, mean_absolute_error: 0.568763, r2_score: 0.742119
Train 654, loss: 0.584685, mean_absolute_error: 0.573601, r2_score: 0.736185
Validation 654, loss: 0.662999, mean_absolute_error: 0.634282, r2_score: 0.708562
Train 655, loss: 0.582362, mean_absolute_error: 0.573962, r2_score: 0.737222
Validation 655, loss: 0.700892, mean_absolute_error: 0.651426, r2_score: 0.691905
Train 656, loss: 0.570058, mean_absolute_error: 0.565907, r2_score: 0.742780
Validation 656, loss: 0.559805, mean_absolute_error: 0.562041, r2_score: 0.753924
Train 657, loss: 0.568635, mean_absolute_error: 0.564632, r2_score: 0.743361
Validation 657, loss: 0.593939, mean_absolute_error: 0.587761, r2_score: 0.738919
Train 658, loss: 0.574128, mean_absolute_error: 0.569147, r2_score: 0.740993
Validation 658, loss: 0.562570, mean_absolute_error: 0.555198, r2_score: 0.752708
Train 659, loss: 0.573202, mean_absolute_error: 0.569743, r2_score: 0.741411
Validation 659, loss: 0.579273, mean_absolute_error: 0.572970, r2_score: 0.745366
Train 660, loss: 0.579381, mean_absolute_error: 0.570187, r2_score: 0.738390
Validation 660, loss: 0.587359, mean_absolute_error: 0.572350, r2_score: 0.741812
Train 661, loss: 0.573488, mean_absolute_error: 0.565965, r2_score: 0.741214
Validation 661, loss: 0.637039, mean_absolute_error: 0.592629, r2_score: 0.719974
Train 662, loss: 0.572109, mean_absolute_error: 0.568316, r2_score: 0.741499
Validation 662, loss: 0.626282, mean_absolute_error: 0.589094, r2_score: 0.724702
Train 663, loss: 0.584290, mean_absolute_error: 0.573122, r2_score: 0.735908
Validation 663, loss: 0.624660, mean_absolute_error: 0.596276, r2_score: 0.725415
Train 664, loss: 0.573177, mean_absolute_error: 0.565673, r2_score: 0.741108
Validation 664, loss: 0.628832, mean_absolute_error: 0.612460, r2_score: 0.723581
Train 665, loss: 0.576300, mean_absolute_error: 0.568916, r2_score: 0.739970
Validation 665, loss: 0.728020, mean_absolute_error: 0.657670, r2_score: 0.679981
Train 666, loss: 0.581465, mean_absolute_error: 0.573788, r2_score: 0.737382
Validation 666, loss: 0.575410, mean_absolute_error: 0.571515, r2_score: 0.747064
Train 667, loss: 0.573019, mean_absolute_error: 0.567728, r2_score: 0.741386
Validation 667, loss: 0.618554, mean_absolute_error: 0.599152, r2_score: 0.728100
Train 668, loss: 0.587397, mean_absolute_error: 0.571201, r2_score: 0.734841
Validation 668, loss: 0.554721, mean_absolute_error: 0.546940, r2_score: 0.756159
Train 669, loss: 0.578096, mean_absolute_error: 0.570847, r2_score: 0.739253
Validation 669, loss: 0.690730, mean_absolute_error: 0.631366, r2_score: 0.696372
Train 670, loss: 0.566295, mean_absolute_error: 0.563669, r2_score: 0.744252
Validation 670, loss: 0.579532, mean_absolute_error: 0.574596, r2_score: 0.745252
Train 671, loss: 0.587321, mean_absolute_error: 0.572806, r2_score: 0.735028
Validation 671, loss: 0.611135, mean_absolute_error: 0.581144, r2_score: 0.731360
Train 672, loss: 0.585032, mean_absolute_error: 0.571905, r2_score: 0.735853
Validation 672, loss: 0.551009, mean_absolute_error: 0.550383, r2_score: 0.757790
Train 673, loss: 0.575443, mean_absolute_error: 0.567611, r2_score: 0.740388
Validation 673, loss: 0.578264, mean_absolute_error: 0.561501, r2_score: 0.745810
Train 674, loss: 0.572424, mean_absolute_error: 0.567603, r2_score: 0.741480
Validation 674, loss: 0.634769, mean_absolute_error: 0.587365, r2_score: 0.720972
Train 675, loss: 0.575271, mean_absolute_error: 0.568378, r2_score: 0.740552
Validation 675, loss: 0.691551, mean_absolute_error: 0.637203, r2_score: 0.696012
Train 676, loss: 0.581916, mean_absolute_error: 0.569963, r2_score: 0.737344
Validation 676, loss: 0.703541, mean_absolute_error: 0.638724, r2_score: 0.690741
Train 677, loss: 0.569113, mean_absolute_error: 0.565418, r2_score: 0.743318
Validation 677, loss: 0.612385, mean_absolute_error: 0.583534, r2_score: 0.730811
Train 678, loss: 0.574762, mean_absolute_error: 0.568776, r2_score: 0.740633
