Namespace(batch_size=16, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='sa16_lr5e_4_b16_0820', lr=0.0005, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.203070, mean_absolute_error: 1.427596, r2_score: -0.445943
Validation 509, loss: 0.671715, mean_absolute_error: 0.643546, r2_score: 0.704731
Train 510, loss: 0.642053, mean_absolute_error: 0.602296, r2_score: 0.710119
Validation 510, loss: 0.621892, mean_absolute_error: 0.601933, r2_score: 0.726632
Train 511, loss: 0.643767, mean_absolute_error: 0.603890, r2_score: 0.709346
Validation 511, loss: 0.554475, mean_absolute_error: 0.564030, r2_score: 0.756267
Train 512, loss: 0.632521, mean_absolute_error: 0.596086, r2_score: 0.714330
Validation 512, loss: 0.601667, mean_absolute_error: 0.592396, r2_score: 0.735522
Train 513, loss: 0.646463, mean_absolute_error: 0.601930, r2_score: 0.708303
Validation 513, loss: 0.577504, mean_absolute_error: 0.574273, r2_score: 0.746144
Train 514, loss: 0.646331, mean_absolute_error: 0.605409, r2_score: 0.708319
Validation 514, loss: 0.574101, mean_absolute_error: 0.579648, r2_score: 0.747640
Train 515, loss: 0.641456, mean_absolute_error: 0.604769, r2_score: 0.710421
Validation 515, loss: 0.588201, mean_absolute_error: 0.589360, r2_score: 0.741442
Train 516, loss: 0.629930, mean_absolute_error: 0.599899, r2_score: 0.715770
Validation 516, loss: 0.582716, mean_absolute_error: 0.587823, r2_score: 0.743853
Train 517, loss: 0.646106, mean_absolute_error: 0.601879, r2_score: 0.708442
Validation 517, loss: 0.576232, mean_absolute_error: 0.577799, r2_score: 0.746703
Train 518, loss: 0.650076, mean_absolute_error: 0.604297, r2_score: 0.706431
Validation 518, loss: 0.711043, mean_absolute_error: 0.660316, r2_score: 0.687443
Train 519, loss: 0.640649, mean_absolute_error: 0.602338, r2_score: 0.710837
Validation 519, loss: 0.615684, mean_absolute_error: 0.596774, r2_score: 0.729361
Train 520, loss: 0.648942, mean_absolute_error: 0.605435, r2_score: 0.707238
Validation 520, loss: 0.614886, mean_absolute_error: 0.603258, r2_score: 0.729712
Train 521, loss: 0.636698, mean_absolute_error: 0.599963, r2_score: 0.712657
Validation 521, loss: 0.694096, mean_absolute_error: 0.649684, r2_score: 0.694893
Train 522, loss: 0.632438, mean_absolute_error: 0.599642, r2_score: 0.714632
Validation 522, loss: 0.738076, mean_absolute_error: 0.665840, r2_score: 0.675560
Train 523, loss: 0.642143, mean_absolute_error: 0.603242, r2_score: 0.710209
Validation 523, loss: 0.580624, mean_absolute_error: 0.575475, r2_score: 0.744773
Train 524, loss: 0.632238, mean_absolute_error: 0.599062, r2_score: 0.714677
Validation 524, loss: 0.602311, mean_absolute_error: 0.590687, r2_score: 0.735239
Train 525, loss: 0.640195, mean_absolute_error: 0.605362, r2_score: 0.711036
Validation 525, loss: 0.557271, mean_absolute_error: 0.561062, r2_score: 0.755038
Train 526, loss: 0.629061, mean_absolute_error: 0.599683, r2_score: 0.716083
Validation 526, loss: 0.618644, mean_absolute_error: 0.620168, r2_score: 0.728060
Train 527, loss: 0.646296, mean_absolute_error: 0.603067, r2_score: 0.708285
Validation 527, loss: 0.667672, mean_absolute_error: 0.644697, r2_score: 0.706508
Train 528, loss: 0.630970, mean_absolute_error: 0.597976, r2_score: 0.715222
Validation 528, loss: 0.603071, mean_absolute_error: 0.585684, r2_score: 0.734905
Train 529, loss: 0.640616, mean_absolute_error: 0.602310, r2_score: 0.710817
Validation 529, loss: 0.580683, mean_absolute_error: 0.590651, r2_score: 0.744746
Train 530, loss: 0.629484, mean_absolute_error: 0.595326, r2_score: 0.716026
Validation 530, loss: 0.613275, mean_absolute_error: 0.596263, r2_score: 0.730420
Train 531, loss: 0.639947, mean_absolute_error: 0.598624, r2_score: 0.711242
Validation 531, loss: 0.719429, mean_absolute_error: 0.662708, r2_score: 0.683757
Train 532, loss: 0.637936, mean_absolute_error: 0.602533, r2_score: 0.712081
Validation 532, loss: 0.632721, mean_absolute_error: 0.619690, r2_score: 0.721872
Train 533, loss: 0.649616, mean_absolute_error: 0.603371, r2_score: 0.706889
Validation 533, loss: 0.596240, mean_absolute_error: 0.593429, r2_score: 0.737908
Train 534, loss: 0.633598, mean_absolute_error: 0.598018, r2_score: 0.714079
Validation 534, loss: 0.558737, mean_absolute_error: 0.564545, r2_score: 0.754393
Train 535, loss: 0.631249, mean_absolute_error: 0.593738, r2_score: 0.714984
Validation 535, loss: 0.698973, mean_absolute_error: 0.660293, r2_score: 0.692749
Train 536, loss: 0.639354, mean_absolute_error: 0.600046, r2_score: 0.711427
Validation 536, loss: 0.605925, mean_absolute_error: 0.597977, r2_score: 0.733650
Train 537, loss: 0.639731, mean_absolute_error: 0.598876, r2_score: 0.711254
Validation 537, loss: 0.772712, mean_absolute_error: 0.699224, r2_score: 0.660335
Train 538, loss: 0.630565, mean_absolute_error: 0.596641, r2_score: 0.715517
Validation 538, loss: 0.579888, mean_absolute_error: 0.575209, r2_score: 0.745096
Train 539, loss: 0.628933, mean_absolute_error: 0.599706, r2_score: 0.716013
Validation 539, loss: 0.585482, mean_absolute_error: 0.586175, r2_score: 0.742637
Train 540, loss: 0.633355, mean_absolute_error: 0.601232, r2_score: 0.714107
Validation 540, loss: 0.636627, mean_absolute_error: 0.626734, r2_score: 0.720155
Train 541, loss: 0.620354, mean_absolute_error: 0.592492, r2_score: 0.720026
Validation 541, loss: 0.566035, mean_absolute_error: 0.572744, r2_score: 0.751185
Train 542, loss: 0.630995, mean_absolute_error: 0.599653, r2_score: 0.715235
Validation 542, loss: 0.590919, mean_absolute_error: 0.583014, r2_score: 0.740247
Train 543, loss: 0.632426, mean_absolute_error: 0.598166, r2_score: 0.714475
Validation 543, loss: 0.748903, mean_absolute_error: 0.685165, r2_score: 0.670801
Train 544, loss: 0.633829, mean_absolute_error: 0.596843, r2_score: 0.713877
Validation 544, loss: 0.718342, mean_absolute_error: 0.673330, r2_score: 0.684235
Train 545, loss: 0.627703, mean_absolute_error: 0.596444, r2_score: 0.716638
Validation 545, loss: 0.580080, mean_absolute_error: 0.588025, r2_score: 0.745012
Train 546, loss: 0.629276, mean_absolute_error: 0.594009, r2_score: 0.716122
Validation 546, loss: 0.560907, mean_absolute_error: 0.561565, r2_score: 0.753439
Train 547, loss: 0.630448, mean_absolute_error: 0.596596, r2_score: 0.715388
Validation 547, loss: 0.679697, mean_absolute_error: 0.640455, r2_score: 0.701223
Train 548, loss: 0.627451, mean_absolute_error: 0.592988, r2_score: 0.716771
Validation 548, loss: 0.690017, mean_absolute_error: 0.656265, r2_score: 0.696686
Train 549, loss: 0.624771, mean_absolute_error: 0.594449, r2_score: 0.718087
Validation 549, loss: 0.775385, mean_absolute_error: 0.694763, r2_score: 0.659160
Train 550, loss: 0.631097, mean_absolute_error: 0.600102, r2_score: 0.715189
Validation 550, loss: 0.560204, mean_absolute_error: 0.567140, r2_score: 0.753748
Train 551, loss: 0.633642, mean_absolute_error: 0.597866, r2_score: 0.713883
Validation 551, loss: 0.711382, mean_absolute_error: 0.661090, r2_score: 0.687294
Train 552, loss: 0.623464, mean_absolute_error: 0.595121, r2_score: 0.718752
Validation 552, loss: 0.595371, mean_absolute_error: 0.588732, r2_score: 0.738290
Train 553, loss: 0.634390, mean_absolute_error: 0.598613, r2_score: 0.713666
Validation 553, loss: 0.690334, mean_absolute_error: 0.654470, r2_score: 0.696547
Train 554, loss: 0.629545, mean_absolute_error: 0.596599, r2_score: 0.715896
Validation 554, loss: 0.648954, mean_absolute_error: 0.628636, r2_score: 0.714736
Train 555, loss: 0.623611, mean_absolute_error: 0.594552, r2_score: 0.718426
Validation 555, loss: 0.612140, mean_absolute_error: 0.599070, r2_score: 0.730919
Train 556, loss: 0.632380, mean_absolute_error: 0.599328, r2_score: 0.714745
Validation 556, loss: 0.621108, mean_absolute_error: 0.613037, r2_score: 0.726977
Train 557, loss: 0.623290, mean_absolute_error: 0.591042, r2_score: 0.718733
Validation 557, loss: 0.579665, mean_absolute_error: 0.585287, r2_score: 0.745194
Train 558, loss: 0.625573, mean_absolute_error: 0.594355, r2_score: 0.717701
Validation 558, loss: 0.715212, mean_absolute_error: 0.665843, r2_score: 0.685611
Train 559, loss: 0.625572, mean_absolute_error: 0.596751, r2_score: 0.717674
Validation 559, loss: 0.578157, mean_absolute_error: 0.585907, r2_score: 0.745857
Train 560, loss: 0.618965, mean_absolute_error: 0.592152, r2_score: 0.720620
Validation 560, loss: 0.639192, mean_absolute_error: 0.627784, r2_score: 0.719028
Train 561, loss: 0.628053, mean_absolute_error: 0.594777, r2_score: 0.716330
Validation 561, loss: 0.643839, mean_absolute_error: 0.619045, r2_score: 0.716985
Train 562, loss: 0.634728, mean_absolute_error: 0.597202, r2_score: 0.713486
Validation 562, loss: 0.595204, mean_absolute_error: 0.583638, r2_score: 0.738363
Train 563, loss: 0.627532, mean_absolute_error: 0.594684, r2_score: 0.716791
Validation 563, loss: 0.662097, mean_absolute_error: 0.613397, r2_score: 0.708959
Train 564, loss: 0.632594, mean_absolute_error: 0.594211, r2_score: 0.714439
Validation 564, loss: 0.630596, mean_absolute_error: 0.616713, r2_score: 0.722806
Train 565, loss: 0.626479, mean_absolute_error: 0.594709, r2_score: 0.717179
Validation 565, loss: 0.564577, mean_absolute_error: 0.565944, r2_score: 0.751826
Train 566, loss: 0.635251, mean_absolute_error: 0.596637, r2_score: 0.713225
Validation 566, loss: 0.637056, mean_absolute_error: 0.609565, r2_score: 0.719966
Train 567, loss: 0.619497, mean_absolute_error: 0.590521, r2_score: 0.720325
Validation 567, loss: 0.592829, mean_absolute_error: 0.591377, r2_score: 0.739407
Train 568, loss: 0.632429, mean_absolute_error: 0.595282, r2_score: 0.714458
Validation 568, loss: 0.592527, mean_absolute_error: 0.592239, r2_score: 0.739540
Train 569, loss: 0.624590, mean_absolute_error: 0.591960, r2_score: 0.718147
Validation 569, loss: 0.556084, mean_absolute_error: 0.566001, r2_score: 0.755560
Train 570, loss: 0.623977, mean_absolute_error: 0.594872, r2_score: 0.718358
Validation 570, loss: 0.582276, mean_absolute_error: 0.584516, r2_score: 0.744046
Train 571, loss: 0.616590, mean_absolute_error: 0.592104, r2_score: 0.721619
Validation 571, loss: 0.573523, mean_absolute_error: 0.570078, r2_score: 0.747894
Train 572, loss: 0.618509, mean_absolute_error: 0.589153, r2_score: 0.720818
Validation 572, loss: 0.631526, mean_absolute_error: 0.609956, r2_score: 0.722397
Train 573, loss: 0.639811, mean_absolute_error: 0.600732, r2_score: 0.711170
Validation 573, loss: 0.579708, mean_absolute_error: 0.584075, r2_score: 0.745175
Train 574, loss: 0.626646, mean_absolute_error: 0.596048, r2_score: 0.717000
Validation 574, loss: 0.620539, mean_absolute_error: 0.609364, r2_score: 0.727227
Train 575, loss: 0.634065, mean_absolute_error: 0.597421, r2_score: 0.713854
Validation 575, loss: 0.625943, mean_absolute_error: 0.606690, r2_score: 0.724851
Train 576, loss: 0.619529, mean_absolute_error: 0.588907, r2_score: 0.720468
Validation 576, loss: 0.567570, mean_absolute_error: 0.569515, r2_score: 0.750511
Train 577, loss: 0.612322, mean_absolute_error: 0.590167, r2_score: 0.723706
Validation 577, loss: 0.575358, mean_absolute_error: 0.578457, r2_score: 0.747087
Train 578, loss: 0.625124, mean_absolute_error: 0.594882, r2_score: 0.717932
Validation 578, loss: 0.621083, mean_absolute_error: 0.615963, r2_score: 0.726988
Train 579, loss: 0.612911, mean_absolute_error: 0.591014, r2_score: 0.723394
Validation 579, loss: 0.680058, mean_absolute_error: 0.650273, r2_score: 0.701064
Train 580, loss: 0.621226, mean_absolute_error: 0.591101, r2_score: 0.719634
Validation 580, loss: 0.615426, mean_absolute_error: 0.600152, r2_score: 0.729474
Train 581, loss: 0.618368, mean_absolute_error: 0.589629, r2_score: 0.720776
Validation 581, loss: 0.606663, mean_absolute_error: 0.595765, r2_score: 0.733326
Train 582, loss: 0.623921, mean_absolute_error: 0.592191, r2_score: 0.718384
Validation 582, loss: 0.608815, mean_absolute_error: 0.593868, r2_score: 0.732380
Train 583, loss: 0.615788, mean_absolute_error: 0.591192, r2_score: 0.722187
Validation 583, loss: 0.626359, mean_absolute_error: 0.606251, r2_score: 0.724668
Train 584, loss: 0.613909, mean_absolute_error: 0.587877, r2_score: 0.722751
Validation 584, loss: 0.638605, mean_absolute_error: 0.618064, r2_score: 0.719285
Train 585, loss: 0.610527, mean_absolute_error: 0.588201, r2_score: 0.724407
Validation 585, loss: 0.601238, mean_absolute_error: 0.593767, r2_score: 0.735711
Train 586, loss: 0.619997, mean_absolute_error: 0.591688, r2_score: 0.720257
Validation 586, loss: 0.610251, mean_absolute_error: 0.590488, r2_score: 0.731749
Train 587, loss: 0.608145, mean_absolute_error: 0.587580, r2_score: 0.725647
Validation 587, loss: 0.628290, mean_absolute_error: 0.617304, r2_score: 0.723820
Train 588, loss: 0.612711, mean_absolute_error: 0.590736, r2_score: 0.723293
Validation 588, loss: 0.849754, mean_absolute_error: 0.728916, r2_score: 0.626469
Train 589, loss: 0.611584, mean_absolute_error: 0.589521, r2_score: 0.723801
Validation 589, loss: 0.662383, mean_absolute_error: 0.629640, r2_score: 0.708833
Train 590, loss: 0.610299, mean_absolute_error: 0.586367, r2_score: 0.724360
Validation 590, loss: 0.599496, mean_absolute_error: 0.595875, r2_score: 0.736477
Train 591, loss: 0.623024, mean_absolute_error: 0.590950, r2_score: 0.718891
Validation 591, loss: 0.600037, mean_absolute_error: 0.592095, r2_score: 0.736239
Train 592, loss: 0.613752, mean_absolute_error: 0.588751, r2_score: 0.722819
Validation 592, loss: 0.586585, mean_absolute_error: 0.593619, r2_score: 0.742152
Train 593, loss: 0.614062, mean_absolute_error: 0.585861, r2_score: 0.722852
Validation 593, loss: 0.566439, mean_absolute_error: 0.570395, r2_score: 0.751008
Train 594, loss: 0.617069, mean_absolute_error: 0.589601, r2_score: 0.721378
Validation 594, loss: 0.582398, mean_absolute_error: 0.585027, r2_score: 0.743992
Train 595, loss: 0.619716, mean_absolute_error: 0.588103, r2_score: 0.720308
Validation 595, loss: 0.593527, mean_absolute_error: 0.591703, r2_score: 0.739100
Train 596, loss: 0.604465, mean_absolute_error: 0.583837, r2_score: 0.727172
Validation 596, loss: 0.650828, mean_absolute_error: 0.631618, r2_score: 0.713912
Train 597, loss: 0.619183, mean_absolute_error: 0.589763, r2_score: 0.720586
Validation 597, loss: 0.650812, mean_absolute_error: 0.621095, r2_score: 0.713920
Train 598, loss: 0.616100, mean_absolute_error: 0.585589, r2_score: 0.722056
Validation 598, loss: 0.570290, mean_absolute_error: 0.572728, r2_score: 0.749315
Train 599, loss: 0.620285, mean_absolute_error: 0.589838, r2_score: 0.720077
Validation 599, loss: 0.566762, mean_absolute_error: 0.574018, r2_score: 0.750866
Train 600, loss: 0.625325, mean_absolute_error: 0.590437, r2_score: 0.717773
Validation 600, loss: 0.553900, mean_absolute_error: 0.568742, r2_score: 0.756519
Train 601, loss: 0.613526, mean_absolute_error: 0.586290, r2_score: 0.723066
Validation 601, loss: 0.751976, mean_absolute_error: 0.682624, r2_score: 0.669450
Train 602, loss: 0.609199, mean_absolute_error: 0.586629, r2_score: 0.725138
Validation 602, loss: 0.600778, mean_absolute_error: 0.582297, r2_score: 0.735913
Train 603, loss: 0.602625, mean_absolute_error: 0.584239, r2_score: 0.728072
Validation 603, loss: 0.684691, mean_absolute_error: 0.645416, r2_score: 0.699027
Train 604, loss: 0.599610, mean_absolute_error: 0.583174, r2_score: 0.729363
Validation 604, loss: 0.630633, mean_absolute_error: 0.607079, r2_score: 0.722790
Train 605, loss: 0.613725, mean_absolute_error: 0.587507, r2_score: 0.722770
Validation 605, loss: 0.608777, mean_absolute_error: 0.593309, r2_score: 0.732397
Train 606, loss: 0.607542, mean_absolute_error: 0.583643, r2_score: 0.725825
Validation 606, loss: 0.596252, mean_absolute_error: 0.592902, r2_score: 0.737903
Train 607, loss: 0.628338, mean_absolute_error: 0.591712, r2_score: 0.716454
Validation 607, loss: 0.618846, mean_absolute_error: 0.603851, r2_score: 0.727971
Train 608, loss: 0.617365, mean_absolute_error: 0.589748, r2_score: 0.721216
Validation 608, loss: 0.600289, mean_absolute_error: 0.592311, r2_score: 0.736128
Train 609, loss: 0.611483, mean_absolute_error: 0.589057, r2_score: 0.724053
Validation 609, loss: 0.581534, mean_absolute_error: 0.578670, r2_score: 0.744372
Train 610, loss: 0.608756, mean_absolute_error: 0.585556, r2_score: 0.725267
Validation 610, loss: 0.601056, mean_absolute_error: 0.599544, r2_score: 0.735791
Train 611, loss: 0.600323, mean_absolute_error: 0.583092, r2_score: 0.729074
Validation 611, loss: 0.708746, mean_absolute_error: 0.661017, r2_score: 0.688453
Train 612, loss: 0.617436, mean_absolute_error: 0.587728, r2_score: 0.721202
Validation 612, loss: 0.693736, mean_absolute_error: 0.644674, r2_score: 0.695051
Train 613, loss: 0.613068, mean_absolute_error: 0.581869, r2_score: 0.723333
Validation 613, loss: 0.655554, mean_absolute_error: 0.623998, r2_score: 0.711835
Train 614, loss: 0.617125, mean_absolute_error: 0.585876, r2_score: 0.721470
Validation 614, loss: 0.610353, mean_absolute_error: 0.603573, r2_score: 0.731704
Train 615, loss: 0.603075, mean_absolute_error: 0.583003, r2_score: 0.727738
Validation 615, loss: 0.680231, mean_absolute_error: 0.645470, r2_score: 0.700988
Train 616, loss: 0.616960, mean_absolute_error: 0.587315, r2_score: 0.721566
Validation 616, loss: 0.706226, mean_absolute_error: 0.657685, r2_score: 0.689561
Train 617, loss: 0.596319, mean_absolute_error: 0.583260, r2_score: 0.730885
Validation 617, loss: 0.626883, mean_absolute_error: 0.608661, r2_score: 0.724438
Train 618, loss: 0.611830, mean_absolute_error: 0.586778, r2_score: 0.723849
Validation 618, loss: 0.614214, mean_absolute_error: 0.611140, r2_score: 0.730007
Train 619, loss: 0.612425, mean_absolute_error: 0.585726, r2_score: 0.723704
Validation 619, loss: 0.564314, mean_absolute_error: 0.567614, r2_score: 0.751942
Train 620, loss: 0.611068, mean_absolute_error: 0.585732, r2_score: 0.724193
Validation 620, loss: 0.580550, mean_absolute_error: 0.584643, r2_score: 0.744805
Train 621, loss: 0.604238, mean_absolute_error: 0.583602, r2_score: 0.727264
Validation 621, loss: 0.696895, mean_absolute_error: 0.657886, r2_score: 0.693663
Train 622, loss: 0.616063, mean_absolute_error: 0.588809, r2_score: 0.721924
Validation 622, loss: 0.717319, mean_absolute_error: 0.655966, r2_score: 0.684685
Train 623, loss: 0.615274, mean_absolute_error: 0.589143, r2_score: 0.722217
Validation 623, loss: 0.676719, mean_absolute_error: 0.629963, r2_score: 0.702532
Train 624, loss: 0.598691, mean_absolute_error: 0.580563, r2_score: 0.729757
Validation 624, loss: 0.656743, mean_absolute_error: 0.620982, r2_score: 0.711312
Train 625, loss: 0.606505, mean_absolute_error: 0.582115, r2_score: 0.726165
Validation 625, loss: 0.648295, mean_absolute_error: 0.614548, r2_score: 0.715026
Train 626, loss: 0.600447, mean_absolute_error: 0.579335, r2_score: 0.729034
Validation 626, loss: 0.615360, mean_absolute_error: 0.595973, r2_score: 0.729503
Train 627, loss: 0.605754, mean_absolute_error: 0.577896, r2_score: 0.726618
Validation 627, loss: 0.589900, mean_absolute_error: 0.596840, r2_score: 0.740695
Train 628, loss: 0.604398, mean_absolute_error: 0.581963, r2_score: 0.727206
Validation 628, loss: 0.575352, mean_absolute_error: 0.564665, r2_score: 0.747090
Train 629, loss: 0.602436, mean_absolute_error: 0.582263, r2_score: 0.728078
Validation 629, loss: 0.574505, mean_absolute_error: 0.575812, r2_score: 0.747462
Train 630, loss: 0.602191, mean_absolute_error: 0.583668, r2_score: 0.728285
Validation 630, loss: 0.665217, mean_absolute_error: 0.629372, r2_score: 0.707588
Train 631, loss: 0.603230, mean_absolute_error: 0.579267, r2_score: 0.727747
Validation 631, loss: 0.569805, mean_absolute_error: 0.568653, r2_score: 0.749528
Train 632, loss: 0.612654, mean_absolute_error: 0.581483, r2_score: 0.723512
Validation 632, loss: 0.629092, mean_absolute_error: 0.613766, r2_score: 0.723467
Train 633, loss: 0.615591, mean_absolute_error: 0.585132, r2_score: 0.722172
Validation 633, loss: 0.570949, mean_absolute_error: 0.574971, r2_score: 0.749025
Train 634, loss: 0.605383, mean_absolute_error: 0.581097, r2_score: 0.726770
Validation 634, loss: 0.607898, mean_absolute_error: 0.610268, r2_score: 0.732783
Train 635, loss: 0.608740, mean_absolute_error: 0.581147, r2_score: 0.725238
Validation 635, loss: 0.574237, mean_absolute_error: 0.573034, r2_score: 0.747580
Train 636, loss: 0.610902, mean_absolute_error: 0.584380, r2_score: 0.724347
Validation 636, loss: 0.576551, mean_absolute_error: 0.575069, r2_score: 0.746563
Train 637, loss: 0.614621, mean_absolute_error: 0.583097, r2_score: 0.722514
Validation 637, loss: 0.644335, mean_absolute_error: 0.614405, r2_score: 0.716767
Train 638, loss: 0.607298, mean_absolute_error: 0.582306, r2_score: 0.725917
Validation 638, loss: 0.569343, mean_absolute_error: 0.572103, r2_score: 0.749731
Train 639, loss: 0.594480, mean_absolute_error: 0.577446, r2_score: 0.731748
Validation 639, loss: 0.591110, mean_absolute_error: 0.586325, r2_score: 0.740163
Train 640, loss: 0.600531, mean_absolute_error: 0.578993, r2_score: 0.728991
Validation 640, loss: 0.663832, mean_absolute_error: 0.630850, r2_score: 0.708196
Train 641, loss: 0.612780, mean_absolute_error: 0.584805, r2_score: 0.723378
Validation 641, loss: 0.605359, mean_absolute_error: 0.583168, r2_score: 0.733899
Train 642, loss: 0.595998, mean_absolute_error: 0.577661, r2_score: 0.730970
Validation 642, loss: 0.626913, mean_absolute_error: 0.613732, r2_score: 0.724425
Train 643, loss: 0.611864, mean_absolute_error: 0.583903, r2_score: 0.723880
Validation 643, loss: 0.613860, mean_absolute_error: 0.596323, r2_score: 0.730163
Train 644, loss: 0.602410, mean_absolute_error: 0.581954, r2_score: 0.727907
Validation 644, loss: 0.552071, mean_absolute_error: 0.564740, r2_score: 0.757323
Train 645, loss: 0.601054, mean_absolute_error: 0.580629, r2_score: 0.728742
Validation 645, loss: 0.695044, mean_absolute_error: 0.643676, r2_score: 0.694476
Train 646, loss: 0.608125, mean_absolute_error: 0.581286, r2_score: 0.725625
Validation 646, loss: 0.685276, mean_absolute_error: 0.631648, r2_score: 0.698770
Train 647, loss: 0.601389, mean_absolute_error: 0.581017, r2_score: 0.728538
Validation 647, loss: 0.927896, mean_absolute_error: 0.762859, r2_score: 0.592120
Train 648, loss: 0.592267, mean_absolute_error: 0.575512, r2_score: 0.732696
Validation 648, loss: 0.557489, mean_absolute_error: 0.567669, r2_score: 0.754942
Train 649, loss: 0.589192, mean_absolute_error: 0.575513, r2_score: 0.734120
Validation 649, loss: 0.641842, mean_absolute_error: 0.611337, r2_score: 0.717862
Train 650, loss: 0.604581, mean_absolute_error: 0.579119, r2_score: 0.727024
Validation 650, loss: 0.557553, mean_absolute_error: 0.560264, r2_score: 0.754914
Train 651, loss: 0.600870, mean_absolute_error: 0.579257, r2_score: 0.728808
Validation 651, loss: 0.564083, mean_absolute_error: 0.561640, r2_score: 0.752044
Train 652, loss: 0.589117, mean_absolute_error: 0.572956, r2_score: 0.733896
Validation 652, loss: 0.635945, mean_absolute_error: 0.606419, r2_score: 0.720455
Train 653, loss: 0.594460, mean_absolute_error: 0.575535, r2_score: 0.731578
Validation 653, loss: 0.561272, mean_absolute_error: 0.567211, r2_score: 0.753279
Train 654, loss: 0.598715, mean_absolute_error: 0.576845, r2_score: 0.729864
Validation 654, loss: 0.602263, mean_absolute_error: 0.600984, r2_score: 0.735261
Train 655, loss: 0.597598, mean_absolute_error: 0.579872, r2_score: 0.730350
Validation 655, loss: 0.641283, mean_absolute_error: 0.608685, r2_score: 0.718108
Train 656, loss: 0.607866, mean_absolute_error: 0.583774, r2_score: 0.725669
Validation 656, loss: 0.770175, mean_absolute_error: 0.695160, r2_score: 0.661451
Train 657, loss: 0.601156, mean_absolute_error: 0.579744, r2_score: 0.728683
Validation 657, loss: 0.614108, mean_absolute_error: 0.601985, r2_score: 0.730054
Train 658, loss: 0.598938, mean_absolute_error: 0.577936, r2_score: 0.729725
Validation 658, loss: 0.571902, mean_absolute_error: 0.565781, r2_score: 0.748606
Train 659, loss: 0.611591, mean_absolute_error: 0.579849, r2_score: 0.724023
Validation 659, loss: 0.600809, mean_absolute_error: 0.577376, r2_score: 0.735900
Train 660, loss: 0.595323, mean_absolute_error: 0.578986, r2_score: 0.731359
Validation 660, loss: 0.550001, mean_absolute_error: 0.552538, r2_score: 0.758234
Train 661, loss: 0.601293, mean_absolute_error: 0.579627, r2_score: 0.728620
Validation 661, loss: 0.586167, mean_absolute_error: 0.586293, r2_score: 0.742336
Train 662, loss: 0.598441, mean_absolute_error: 0.578939, r2_score: 0.729642
Validation 662, loss: 0.624859, mean_absolute_error: 0.607955, r2_score: 0.725328
Train 663, loss: 0.591216, mean_absolute_error: 0.574472, r2_score: 0.733142
Validation 663, loss: 0.620183, mean_absolute_error: 0.606191, r2_score: 0.727383
Train 664, loss: 0.596448, mean_absolute_error: 0.576318, r2_score: 0.730681
Validation 664, loss: 0.565734, mean_absolute_error: 0.575313, r2_score: 0.751318
Train 665, loss: 0.590946, mean_absolute_error: 0.575599, r2_score: 0.733361
Validation 665, loss: 0.604933, mean_absolute_error: 0.595730, r2_score: 0.734087
Train 666, loss: 0.592315, mean_absolute_error: 0.576496, r2_score: 0.732577
Validation 666, loss: 0.544830, mean_absolute_error: 0.554708, r2_score: 0.760506
Train 667, loss: 0.582199, mean_absolute_error: 0.573175, r2_score: 0.737232
Validation 667, loss: 0.554260, mean_absolute_error: 0.562449, r2_score: 0.756362
Train 668, loss: 0.591548, mean_absolute_error: 0.576632, r2_score: 0.732993
Validation 668, loss: 0.560686, mean_absolute_error: 0.566318, r2_score: 0.753537
Train 669, loss: 0.604629, mean_absolute_error: 0.578084, r2_score: 0.727205
Validation 669, loss: 0.862731, mean_absolute_error: 0.728090, r2_score: 0.620765
Train 670, loss: 0.600205, mean_absolute_error: 0.578160, r2_score: 0.729092
Validation 670, loss: 0.562650, mean_absolute_error: 0.566037, r2_score: 0.752673
Train 671, loss: 0.588754, mean_absolute_error: 0.575986, r2_score: 0.734291
Validation 671, loss: 0.913743, mean_absolute_error: 0.741592, r2_score: 0.598342
Train 672, loss: 0.602517, mean_absolute_error: 0.579411, r2_score: 0.728094
Validation 672, loss: 0.559179, mean_absolute_error: 0.563199, r2_score: 0.754199
Train 673, loss: 0.598754, mean_absolute_error: 0.578102, r2_score: 0.729800
Validation 673, loss: 0.544917, mean_absolute_error: 0.557732, r2_score: 0.760468
Train 674, loss: 0.597389, mean_absolute_error: 0.575845, r2_score: 0.730311
Validation 674, loss: 0.564546, mean_absolute_error: 0.561913, r2_score: 0.751840
Train 675, loss: 0.591116, mean_absolute_error: 0.576074, r2_score: 0.733274
Validation 675, loss: 0.784250, mean_absolute_error: 0.685786, r2_score: 0.655263
Train 676, loss: 0.581859, mean_absolute_error: 0.571819, r2_score: 0.737395
Validation 676, loss: 0.656756, mean_absolute_error: 0.628418, r2_score: 0.711307
Train 677, loss: 0.591728, mean_absolute_error: 0.572714, r2_score: 0.733014
Validation 677, loss: 0.581509, mean_absolute_error: 0.580606, r2_score: 0.744383
Train 678, loss: 0.590073, mean_absolute_error: 0.572335, r2_score: 0.733690
Validation 678, loss: 0.610404, mean_absolute_error: 0.597860, r2_score: 0.731682
Train 679, loss: 0.598422, mean_absolute_error: 0.578234, r2_score: 0.729935
Validation 679, loss: 0.643906, mean_absolute_error: 0.627319, r2_score: 0.716955
